year,gender,hs.type,hs.location,hs.score,math,history,science,spanish,toeic
2010,female,semiprivate,capital_city,702,718,0,646,691,447
2005,male,semiprivate,capital_city,641,713,0,687,723,447
2008,female,private,capital_city,661,688,670,0,743,447
2009,female,private,capital_city,723,715,688,0,761,447
2006,female,semiprivate,other_region,723,690,600,565,585,443
2007,male,private,capital_city,682,682,586,0,589,443
2008,male,private,other_region,702,761,0,658,613,443
2006,male,public,capital_city,743,649,644,0,614,443
2006,male,public,other_region,702,740,600,531,619,443
2009,female,private,capital_city,702,748,0,680,620,443
2010,male,semiprivate,capital_city,785,645,694,600,633,443
2007,male,private,capital_city,682,705,0,647,636,443
2010,male,semiprivate,capital_city,744,706,617,603,645,443
2007,male,private,capital_city,579,831,0,638,645,443
2006,female,private,capital_city,723,690,0,671,650,443
2009,male,public,other_region,764,688,717,0,657,443
2006,male,semiprivate,other_region,682,722,778,0,657,443
2008,female,semiprivate,capital_city,702,677,559,623,667,443
2010,male,semiprivate,other_region,702,831,600,569,667,443
2006,female,semiprivate,capital_city,702,722,0,637,688,443
2010,male,private,capital_city,702,648,772,614,691,443
2007,male,private,other_region,661,738,677,583,691,443
2005,female,public,capital_city,661,667,746,0,693,443
2007,male,private,other_region,661,682,688,0,723,443
2007,female,private,capital_city,744,699,628,0,727,443
2008,male,public,capital_city,702,727,0,824,736,443
2009,female,private,capital_city,764,706,630,0,754,443
2008,female,semiprivate,capital_city,723,695,796,587,760,443
2005,male,public,capital_city,538,725,0,707,796,443
2005,male,public,capital_city,579,739,0,641,570,440
2008,male,private,other_region,682,716,549,629,574,440
2007,male,private,other_region,661,713,0,647,581,440
2007,male,semiprivate,capital_city,723,728,714,571,602,440
2008,female,semiprivate,capital_city,682,806,0,743,608,440
2009,male,private,capital_city,682,763,0,660,626,440
2005,female,private,capital_city,661,649,573,0,638,440
2006,male,semiprivate,capital_city,661,684,609,619,638,440
2008,male,private,capital_city,682,688,0,658,660,440
2008,female,semiprivate,capital_city,723,739,0,637,660,440
2007,male,public,capital_city,805,719,0,613,661,440
2010,female,public,capital_city,641,793,630,657,667,440
2007,male,semiprivate,other_region,805,806,0,788,668,440
2006,male,private,capital_city,723,707,0,640,671,440
2009,female,public,other_region,785,708,581,573,678,440
2009,female,private,capital_city,702,715,652,0,678,440
2010,male,private,other_region,702,756,0,642,682,440
2006,female,semiprivate,other_region,723,657,594,0,695,440
2005,male,public,capital_city,538,713,689,0,703,440
2006,female,private,capital_city,785,661,0,645,712,440
2007,male,public,capital_city,682,850,746,0,717,440
2009,female,semiprivate,capital_city,702,671,757,0,723,440
2009,female,public,capital_city,744,701,637,526,723,440
2007,male,public,capital_city,682,806,724,708,727,440
2007,male,private,capital_city,620,688,835,0,761,440
2007,male,public,capital_city,682,664,788,0,768,440
2008,male,private,capital_city,599,739,734,0,774,440
2005,female,private,capital_city,661,756,578,0,587,467
2005,male,semiprivate,capital_city,703,795,689,0,601,437
2006,male,private,capital_city,661,684,466,626,602,437
2005,male,semiprivate,other_region,599,580,0,437,607,437
2009,female,public,capital_city,682,748,0,627,615,437
2009,female,private,capital_city,620,763,623,624,620,437
2008,male,semiprivate,capital_city,661,716,697,0,624,437
2010,male,semiprivate,capital_city,785,640,655,622,626,437
2007,female,semiprivate,other_region,723,681,607,0,636,437
2008,female,semiprivate,capital_city,702,634,640,0,639,437
2010,male,public,capital_city,579,831,587,603,639,437
2010,male,semiprivate,other_region,641,718,735,0,645,437
2005,male,private,capital_city,682,694,757,653,650,437
2006,male,semiprivate,capital_city,785,714,600,623,650,437
2005,female,private,capital_city,764,694,0,669,674,437
2007,male,semiprivate,capital_city,682,739,0,619,674,437
2009,female,semiprivate,capital_city,702,724,0,704,686,437
2009,female,private,capital_city,723,800,0,677,686,437
2006,female,private,capital_city,702,657,568,659,688,437
2009,female,public,capital_city,661,715,0,645,695,437
2008,male,private,capital_city,620,812,727,638,710,437
2007,male,semiprivate,capital_city,744,692,670,650,717,437
2010,female,private,capital_city,785,701,0,664,732,437
2008,male,public,other_region,661,812,677,0,732,437
2009,male,private,other_region,661,748,637,664,735,437
2008,male,semiprivate,other_region,744,739,653,655,736,437
2010,male,public,capital_city,641,756,757,684,743,437
2007,male,public,capital_city,641,699,670,0,779,437
2008,male,semiprivate,capital_city,682,702,0,609,804,437
2005,male,private,other_region,702,694,606,682,712,434
2005,male,public,capital_city,661,686,647,0,601,433
2008,female,private,other_region,723,688,0,670,613,433
2009,female,private,capital_city,744,682,726,0,626,433
2005,male,semiprivate,capital_city,620,673,624,687,628,433
2005,female,public,capital_city,641,725,624,0,642,433
2005,male,semiprivate,capital_city,682,795,689,0,642,433
2009,female,semiprivate,capital_city,682,763,0,657,644,433
2006,female,public,other_region,723,657,644,520,645,433
2010,male,semiprivate,capital_city,785,694,0,703,645,433
2010,male,public,capital_city,641,774,717,617,651,433
2007,male,semiprivate,capital_city,620,713,724,543,661,533
2009,female,private,capital_city,764,724,623,664,663,433
2009,female,private,other_region,744,735,694,0,663,433
2009,female,private,capital_city,702,694,0,649,667,433
2009,male,private,capital_city,682,776,726,0,678,433
2009,female,semiprivate,capital_city,723,688,674,613,686,433
2006,female,semiprivate,other_region,764,670,563,557,688,433
2008,male,semiprivate,capital_city,744,633,744,0,689,433
2005,female,semiprivate,capital_city,764,702,0,630,693,433
2005,female,private,capital_city,702,739,0,592,696,433
2010,male,private,capital_city,682,774,640,0,700,433
2008,male,semiprivate,capital_city,579,783,618,602,716,433
2007,female,private,capital_city,682,738,684,647,717,433
2010,female,public,capital_city,661,694,622,721,721,433
2007,male,private,capital_city,661,694,694,603,774,433
2008,male,public,capital_city,723,716,684,0,774,433
2008,male,private,other_region,661,701,726,637,567,430
2005,female,public,capital_city,641,702,681,479,575,430
2010,female,private,capital_city,661,756,578,0,587,430
2005,female,semiprivate,capital_city,785,686,640,634,601,430
2007,male,private,capital_city,723,738,651,0,602,430
2007,male,semiprivate,capital_city,599,763,0,655,607,430
2010,male,public,capital_city,641,718,0,628,608,430
2005,female,private,capital_city,682,795,640,637,614,430
2008,male,public,capital_city,599,828,0,708,618,430
2007,male,private,capital_city,682,681,0,686,624,430
2006,female,private,capital_city,661,690,558,626,626,430
2009,male,semiprivate,capital_city,744,735,0,680,631,430
2007,male,private,capital_city,702,671,684,620,636,430
2008,male,semiprivate,capital_city,682,850,0,576,639,440
2008,male,private,capital_city,723,739,714,760,648,430
2006,male,semiprivate,capital_city,723,777,0,570,650,430
2010,female,semiprivate,other_region,661,688,483,657,651,430
2006,female,public,other_region,743,652,594,0,657,430
2006,female,semiprivate,capital_city,661,714,0,626,657,430
2009,male,public,capital_city,661,748,701,649,657,430
2010,female,semiprivate,capital_city,764,669,613,0,667,430
2010,female,public,capital_city,661,706,708,589,667,430
2010,female,private,other_region,723,756,0,684,667,430
2009,female,private,other_region,785,708,735,0,670,430
2010,male,semiprivate,capital_city,558,812,803,603,674,430
2009,female,semiprivate,capital_city,744,715,0,620,678,430
2009,male,private,capital_city,723,748,0,716,678,430
2006,male,private,capital_city,641,740,745,542,679,430
2009,male,semiprivate,capital_city,764,688,658,660,704,430
2006,female,semiprivate,capital_city,744,722,656,565,712,430
2007,female,public,capital_city,682,692,0,756,727,430
2009,male,semiprivate,other_region,723,800,674,649,735,430
2005,female,semiprivate,capital_city,744,694,0,615,759,430
2006,female,semiprivate,capital_city,764,640,0,578,574,427
2005,male,semiprivate,other_region,764,680,724,0,589,427
2006,male,public,capital_city,558,759,605,730,602,427
2010,female,private,capital_city,641,812,617,573,603,427
2010,male,private,capital_city,641,737,537,703,608,427
2005,male,private,capital_city,579,688,627,0,620,427
2006,male,semiprivate,capital_city,764,666,0,615,626,427
2008,female,private,capital_city,744,727,0,679,629,427
2009,female,semiprivate,capital_city,641,774,0,693,633,427
2007,male,private,other_region,702,705,767,598,641,427
2005,male,public,capital_city,764,680,667,0,642,427
2010,female,semiprivate,capital_city,723,688,626,600,659,427
2010,male,private,capital_city,744,756,670,585,659,427
2006,female,private,capital_city,826,722,600,0,664,427
2009,female,private,capital_city,702,701,674,627,670,427
2010,male,private,capital_city,723,737,701,538,674,427
2007,male,public,capital_city,682,738,746,655,675,427
2007,male,private,capital_city,723,713,746,746,699,427
2007,female,private,capital_city,785,705,0,642,707,427
2006,female,public,capital_city,682,680,778,0,722,427
2005,female,private,other_region,744,673,0,653,723,427
2008,male,private,capital_city,723,806,744,0,726,427
2005,male,public,capital_city,599,686,0,738,735,427
2006,male,private,capital_city,620,740,733,0,743,427
2009,female,semiprivate,capital_city,661,708,0,641,747,427
2008,male,public,capital_city,682,727,648,721,760,427
2008,male,semiprivate,other_region,641,761,0,674,760,427
2010,male,private,capital_city,641,718,717,0,776,427
2007,male,private,capital_city,702,750,0,602,526,423
2009,female,public,capital_city,682,776,594,664,575,423
2006,male,semiprivate,capital_city,723,702,649,605,585,423
2005,male,public,capital_city,579,795,0,641,601,423
2006,female,semiprivate,capital_city,661,714,579,597,619,423
2005,male,private,capital_city,620,822,624,0,628,423
2007,male,private,capital_city,682,719,657,650,641,460
2009,female,public,capital_city,661,735,669,0,644,423
2007,male,private,capital_city,599,727,796,0,648,423
2005,female,semiprivate,capital_city,744,645,629,504,658,423
2009,female,public,capital_city,661,748,0,641,663,423
2009,male,private,capital_city,661,673,708,0,667,423
2007,female,private,capital_city,661,705,567,647,668,423
2008,male,public,capital_city,641,783,0,760,689,423
2007,male,semiprivate,capital_city,661,652,788,0,691,423
2010,male,private,capital_city,620,774,689,0,700,423
2007,female,public,capital_city,723,686,597,686,717,423
2007,male,semiprivate,capital_city,641,719,699,534,727,423
2010,male,public,capital_city,702,718,708,703,732,423
2009,female,public,capital_city,682,677,674,637,735,423
2005,male,public,capital_city,661,694,653,0,746,423
2008,female,semiprivate,capital_city,641,702,0,658,747,423
2009,male,public,capital_city,682,724,757,704,747,423
2005,male,public,capital_city,558,656,757,614,754,423
2005,female,private,capital_city,764,680,0,678,796,423
2008,female,private,other_region,723,716,0,626,804,423
2007,male,public,capital_city,620,750,512,628,586,420
2009,male,private,capital_city,661,724,819,584,620,420
2007,male,private,capital_city,702,648,727,0,633,420
2007,male,public,capital_city,744,671,490,650,636,420
2006,male,public,other_region,723,695,644,552,645,420
2008,male,public,capital_city,620,716,705,0,648,420
2008,male,private,capital_city,723,716,659,616,653,420
2006,male,public,capital_city,641,777,722,619,664,420
2008,male,private,capital_city,744,688,754,0,667,420
2009,female,public,capital_city,682,708,642,616,670,420
2010,female,public,other_region,723,648,701,672,674,420
2009,male,private,capital_city,744,724,598,680,686,420
2009,male,private,capital_city,682,724,745,0,704,420
2009,male,semiprivate,capital_city,641,800,674,0,704,420
2007,male,private,capital_city,682,728,714,0,707,420
2010,male,public,capital_city,661,831,640,0,710,420
2007,male,semiprivate,capital_city,744,678,735,0,732,420
2010,male,public,capital_city,743,774,717,512,732,420
2008,female,semiprivate,capital_city,805,702,0,679,774,420
2010,female,public,capital_city,682,706,744,0,776,420
2007,female,private,capital_city,682,692,724,0,787,420
2008,male,public,capital_city,620,761,0,674,541,417
2007,female,private,capital_city,682,785,602,0,571,430
2007,female,private,capital_city,702,699,628,598,602,417
2007,male,private,capital_city,661,750,607,628,602,417
2007,female,public,capital_city,558,785,0,655,607,417
2010,female,private,capital_city,744,812,595,625,620,417
2008,male,public,capital_city,661,637,655,642,633,417
2008,male,semiprivate,other_region,723,661,734,619,641,417
2010,male,semiprivate,capital_city,641,812,677,617,645,417
2007,male,semiprivate,other_region,764,699,639,697,648,417
2010,female,public,capital_city,661,774,0,689,651,417
2007,male,semiprivate,other_region,661,763,0,668,683,417
2009,female,semiprivate,capital_city,744,724,0,637,686,417
2007,male,semiprivate,capital_city,702,699,699,692,691,417
2010,female,semiprivate,capital_city,764,737,649,818,691,417
2009,male,public,capital_city,641,756,727,0,691,417
2009,male,semiprivate,other_region,744,648,773,537,695,417
2009,male,private,capital_city,620,776,681,0,695,417
2005,male,public,capital_city,744,631,0,637,712,417
2009,female,private,capital_city,764,701,674,710,747,417
2008,female,semiprivate,other_region,599,739,659,0,804,417
2005,female,public,capital_city,620,702,0,657,575,413
2007,female,semiprivate,other_region,682,719,578,613,596,413
2009,male,semiprivate,other_region,744,735,552,637,600,413
2006,female,semiprivate,capital_city,744,740,536,561,607,413
2007,male,private,capital_city,702,713,826,0,613,413
2005,male,private,capital_city,682,713,569,433,614,413
2009,male,public,capital_city,661,735,0,664,644,413
2005,male,private,capital_city,723,725,0,612,650,443
2010,female,private,capital_city,661,694,0,652,651,413
2006,female,semiprivate,capital_city,723,652,745,0,657,413
2008,male,public,capital_city,682,715,0,685,657,413
2009,female,private,capital_city,723,724,663,0,663,413
2008,female,semiprivate,capital_city,785,671,671,539,667,413
2010,female,semiprivate,other_region,764,637,582,469,674,413
2007,female,private,other_region,744,686,646,620,675,413
2009,male,private,capital_city,723,724,735,0,678,413
2010,male,semiprivate,capital_city,702,694,649,649,682,413
2007,female,semiprivate,other_region,805,681,562,668,683,413
2006,female,private,capital_city,661,759,589,651,703,413
2007,male,public,capital_city,702,705,0,686,707,413
2010,male,private,other_region,744,694,772,0,721,413
2010,female,public,capital_city,764,718,694,0,721,413
2010,female,private,capital_city,682,701,701,0,732,413
2007,female,private,capital_city,599,806,0,659,499,410
2007,male,semiprivate,capital_city,744,713,634,613,592,410
2008,male,public,capital_city,661,739,0,667,608,410
2008,male,private,capital_city,620,806,628,572,608,410
2010,female,private,capital_city,641,793,608,0,614,410
2007,male,public,capital_city,641,705,0,697,618,410
2007,male,private,capital_city,702,728,646,583,624,410
2006,male,public,capital_city,538,759,649,0,631,410
2009,male,public,capital_city,661,763,0,680,638,410
2008,female,private,capital_city,682,652,649,0,639,410
2005,male,private,capital_city,723,673,757,558,642,410
2009,male,private,capital_city,702,724,819,699,644,410
2009,male,semiprivate,capital_city,723,735,674,0,650,410
2006,male,private,other_region,641,740,0,718,650,410
2010,male,semiprivate,capital_city,661,694,744,657,659,410
2009,male,semiprivate,capital_city,682,763,735,641,670,410
2010,female,private,other_region,723,688,772,0,674,410
2005,female,public,capital_city,744,713,585,783,674,430
2009,male,semiprivate,capital_city,702,748,594,0,678,410
2009,male,private,capital_city,661,763,804,0,686,410
2010,male,semiprivate,capital_city,661,737,0,684,691,410
2008,male,semiprivate,other_region,661,701,789,0,704,410
2008,female,semiprivate,other_region,682,716,0,637,706,410
2008,female,private,capital_city,723,667,653,0,736,410
2009,female,semiprivate,capital_city,661,776,819,0,774,410
2008,male,private,other_region,682,739,0,727,583,407
2007,female,private,capital_city,744,705,0,697,602,407
2010,female,private,capital_city,682,701,0,680,603,407
2007,female,private,capital_city,661,763,0,628,613,407
2007,male,semiprivate,capital_city,702,692,657,697,618,433
2006,female,semiprivate,capital_city,723,652,649,0,619,407
2009,male,public,capital_city,661,763,0,677,620,407
2005,female,semiprivate,capital_city,764,661,0,687,635,407
2007,female,private,other_region,764,686,597,703,648,407
2009,male,semiprivate,capital_city,661,776,688,569,650,407
2007,female,private,capital_city,723,738,724,0,655,407
2007,female,private,capital_city,702,728,607,0,661,407
2007,female,private,other_region,661,763,639,0,661,407
2009,male,semiprivate,other_region,723,735,669,680,663,407
2010,female,semiprivate,capital_city,723,756,677,0,674,407
2008,female,public,capital_city,641,716,653,592,681,407
2010,female,public,capital_city,723,688,677,622,682,407
2010,female,private,capital_city,620,756,0,664,682,407
2007,male,private,capital_city,641,738,746,0,683,407
2010,male,private,capital_city,620,774,604,677,691,407
2008,male,public,capital_city,641,806,782,0,696,503
2007,female,semiprivate,capital_city,661,738,0,642,699,407
2005,male,public,capital_city,661,650,757,0,712,407
2005,female,public,capital_city,702,713,541,626,712,407
2005,male,semiprivate,capital_city,702,713,0,724,712,407
2007,male,semiprivate,capital_city,641,675,746,0,717,407
2009,male,semiprivate,capital_city,723,735,623,727,723,407
2010,female,public,other_region,785,756,670,660,732,407
2009,male,semiprivate,capital_city,764,748,789,627,747,407
2010,male,public,capital_city,558,756,757,0,776,407
2008,male,private,other_region,764,761,754,0,812,407
2009,male,private,capital_city,764,735,518,649,581,403
2009,male,private,capital_city,682,715,627,637,605,403
2009,male,semiprivate,capital_city,744,688,0,592,609,403
2009,male,semiprivate,other_region,723,694,757,0,609,403
2009,female,public,capital_city,702,724,633,634,615,403
2009,female,semiprivate,capital_city,723,671,717,0,631,403
2007,female,public,capital_city,661,692,706,0,641,403
2007,female,semiprivate,other_region,764,699,677,703,641,403
2009,male,semiprivate,capital_city,702,763,608,645,650,403
2010,male,public,capital_city,620,850,649,708,659,403
2007,male,semiprivate,other_region,661,694,574,635,667,403
2010,male,public,other_region,723,737,0,734,667,403
2009,female,semiprivate,capital_city,785,708,0,685,678,403
2005,female,public,capital_city,723,702,640,619,693,403
2009,female,public,capital_city,702,748,0,649,695,403
2007,male,private,capital_city,599,806,651,0,699,433
2010,female,public,capital_city,682,678,640,652,700,403
2005,female,semiprivate,capital_city,744,645,770,0,712,403
2009,female,public,capital_city,682,682,681,660,723,403
2009,male,public,capital_city,620,724,0,677,735,403
2008,female,semiprivate,other_region,744,695,754,0,747,403
2008,male,public,capital_city,703,739,754,0,804,403
2007,male,private,other_region,620,724,658,613,831,403
2005,male,semiprivate,capital_city,682,739,624,558,547,430
2007,female,private,capital_city,661,633,586,0,556,450
2005,male,semiprivate,capital_city,661,680,696,0,570,407
2010,male,semiprivate,other_region,744,756,613,603,603,400
2010,female,semiprivate,capital_city,744,812,570,581,608,400
2007,male,semiprivate,capital_city,723,682,681,0,615,400
2007,female,private,capital_city,744,675,0,642,624,410
2008,female,private,other_region,682,695,705,0,629,400
2009,male,semiprivate,capital_city,702,694,604,638,645,400
2010,female,semiprivate,capital_city,641,812,630,617,645,400
2008,male,semiprivate,other_region,744,695,0,679,653,400
2010,female,public,capital_city,702,669,670,0,667,400
2007,female,private,capital_city,682,728,562,686,668,400
2010,male,private,capital_city,620,737,717,0,674,400
2009,male,private,capital_city,764,677,0,741,678,400
2008,male,semiprivate,capital_city,723,636,782,0,681,400
2009,female,private,capital_city,641,800,819,0,686,400
2010,female,semiprivate,other_region,682,682,0,689,691,400
2010,female,semiprivate,capital_city,723,774,626,611,691,400
2007,female,private,other_region,682,694,581,609,695,400
2008,female,private,capital_city,744,702,623,0,696,400
2010,female,public,other_region,661,718,570,646,700,400
2008,male,semiprivate,capital_city,682,667,724,0,706,400
2010,male,public,capital_city,641,774,717,0,710,400
2008,female,semiprivate,capital_city,702,677,697,0,716,400
2010,female,public,capital_city,723,660,626,672,721,400
2008,male,public,capital_city,538,806,697,0,760,400
2005,female,public,capital_city,661,713,558,0,575,397
2007,male,private,other_region,620,806,582,567,607,397
2008,male,semiprivate,capital_city,682,828,684,674,618,397
2009,female,semiprivate,capital_city,641,763,0,657,626,397
2009,female,private,capital_city,702,708,0,649,631,397
2010,male,semiprivate,other_region,805,706,0,646,633,397
2009,male,semiprivate,capital_city,744,715,652,668,657,397
2008,female,private,capital_city,723,727,0,626,660,397
2007,male,private,other_region,682,728,0,703,661,397
2009,male,private,other_region,805,763,0,734,670,397
2008,female,private,capital_city,764,695,637,644,674,397
2009,male,private,other_region,723,715,688,0,678,397
2010,male,private,capital_city,661,756,655,0,682,397
2010,female,semiprivate,other_region,764,678,604,631,700,397
2009,female,public,capital_city,785,652,688,0,784,397
2005,male,private,capital_city,682,667,689,0,712,580
2006,female,semiprivate,other_region,743,661,638,0,564,393
2008,female,private,capital_city,744,716,0,670,629,393
2005,male,semiprivate,other_region,641,718,735,0,645,393
2010,female,semiprivate,capital_city,682,774,595,528,645,393
2007,male,private,capital_city,661,750,607,636,648,393
2005,female,public,other_region,764,636,689,0,650,393
2010,female,private,capital_city,702,756,677,0,651,393
2010,female,public,other_region,682,678,0,680,659,393
2009,male,private,capital_city,641,776,0,664,663,393
2009,female,public,capital_city,661,664,701,0,674,393
2005,female,private,capital_city,682,694,681,600,674,393
2008,male,public,capital_city,476,694,757,0,674,393
2010,female,semiprivate,other_region,784,688,649,0,682,393
2010,male,public,capital_city,682,756,788,0,710,393
2010,male,private,other_region,579,812,0,652,710,393
2009,female,semiprivate,capital_city,826,682,0,634,761,393
2007,female,semiprivate,capital_city,702,699,597,609,779,393
2009,male,public,capital_city,682,763,745,786,784,393
2007,male,semiprivate,capital_city,744,686,670,0,571,390
2009,male,semiprivate,capital_city,661,735,627,649,595,390
2008,male,semiprivate,capital_city,743,716,559,552,608,390
2007,male,public,capital_city,723,738,634,0,613,390
2007,male,semiprivate,capital_city,682,694,727,0,614,390
2005,female,semiprivate,capital_city,785,673,689,563,628,443
2007,male,private,capital_city,702,692,670,579,629,390
2007,male,private,capital_city,702,763,692,0,641,390
2008,male,private,other_region,682,761,628,674,648,390
2010,female,private,capital_city,702,701,630,0,667,390
2007,male,private,other_region,682,718,682,569,674,390
2009,male,private,capital_city,661,748,0,668,686,390
2007,female,semiprivate,capital_city,805,738,582,655,707,390
2007,female,public,capital_city,723,699,0,677,737,390
2009,female,semiprivate,capital_city,723,682,658,0,774,390
2008,male,semiprivate,capital_city,723,701,0,569,548,387
2007,male,public,capital_city,764,713,746,549,567,387
2007,male,semiprivate,capital_city,723,713,0,668,581,387
2006,male,private,other_region,785,707,0,693,591,387
2008,female,private,other_region,702,727,0,674,608,387
2005,male,private,capital_city,744,713,696,0,614,387
2009,female,public,capital_city,723,708,669,606,644,387
2009,female,public,capital_city,744,724,708,501,644,387
2010,male,private,capital_city,661,756,701,0,645,387
2007,female,semiprivate,capital_city,641,692,767,609,655,387
2005,male,private,capital_city,620,713,696,0,674,387
2010,male,private,capital_city,682,774,735,0,674,387
2008,male,public,capital_city,558,739,769,0,696,387
2010,female,public,capital_city,723,774,0,786,700,387
2008,female,public,capital_city,744,739,637,667,789,387
2007,male,semiprivate,capital_city,682,728,0,620,567,383
2008,male,private,capital_city,764,688,684,0,608,383
2009,female,semiprivate,capital_city,620,850,674,0,631,383
2006,female,semiprivate,capital_city,744,640,573,485,638,383
2010,male,semiprivate,other_region,805,620,587,592,645,383
2008,male,semiprivate,other_region,744,716,782,644,648,383
2008,male,semiprivate,capital_city,702,727,623,658,648,383
2006,female,semiprivate,capital_city,702,661,705,514,650,383
2009,male,public,capital_city,538,800,0,657,657,383
2010,female,public,capital_city,723,737,626,693,659,383
2008,female,public,capital_city,744,739,705,0,667,383
2010,female,semiprivate,other_region,785,706,600,657,682,383
2005,male,public,capital_city,744,680,681,637,683,383
2009,female,semiprivate,capital_city,744,688,613,578,695,383
2010,female,private,other_region,744,718,664,642,700,383
2007,male,public,capital_city,661,750,607,663,707,383
2010,male,semiprivate,capital_city,702,682,744,684,743,383
2009,male,semiprivate,capital_city,723,763,0,699,650,380
2009,male,private,capital_city,662,735,0,685,657,380
2010,male,semiprivate,capital_city,641,774,649,0,659,380
2009,male,public,capital_city,682,677,789,0,670,380
2008,female,public,capital_city,682,761,642,0,681,380
2009,male,semiprivate,capital_city,764,715,674,0,686,380
2007,male,public,capital_city,641,728,746,0,699,380
2010,female,public,other_region,641,694,727,0,710,380
2010,female,private,capital_city,702,774,682,664,710,380
2008,female,semiprivate,other_region,723,702,671,592,726,380
2005,male,private,capital_city,620,686,735,612,735,380
2009,female,semiprivate,other_region,702,735,613,660,735,380
2005,female,private,other_region,744,667,585,612,746,379
2005,male,private,other_region,682,694,701,0,682,378
2008,female,semiprivate,capital_city,785,682,0,658,613,377
2007,male,semiprivate,capital_city,723,692,767,0,613,377
2010,female,public,capital_city,579,812,622,660,639,377
2009,male,semiprivate,other_region,764,735,575,637,657,377
2009,male,private,capital_city,538,800,0,677,663,377
2005,female,semiprivate,capital_city,744,667,660,0,683,377
2007,male,private,capital_city,661,738,670,0,691,377
2009,female,semiprivate,capital_city,661,748,663,627,713,377
2008,male,private,capital_city,723,695,724,605,747,377
2010,female,private,capital_city,744,706,727,0,792,377
2007,male,private,capital_city,641,806,651,497,547,373
2007,female,semiprivate,other_region,744,763,0,587,602,373
2010,male,public,capital_city,743,678,645,0,626,373
2010,male,private,other_region,785,718,0,664,633,373
2009,female,semiprivate,capital_city,702,694,575,690,644,373
2007,male,semiprivate,capital_city,744,657,639,0,648,373
2009,male,semiprivate,other_region,723,724,757,0,650,373
2007,male,private,capital_city,744,692,0,672,655,373
2007,male,private,capital_city,641,719,803,0,668,420
2007,female,semiprivate,capital_city,805,719,623,647,691,373
2007,female,semiprivate,other_region,744,719,724,598,699,373
2008,male,public,capital_city,641,739,705,662,716,373
2010,female,private,other_region,744,737,630,672,743,373
2009,male,semiprivate,other_region,744,694,0,722,747,373
2008,female,private,other_region,702,695,796,584,747,373
2005,male,private,capital_city,682,707,669,0,688,372
2007,male,public,other_region,764,699,607,692,567,370
2008,male,semiprivate,capital_city,682,695,724,0,569,370
2007,male,semiprivate,other_region,723,728,0,523,581,370
2009,male,semiprivate,capital_city,620,800,688,0,600,370
2008,male,public,capital_city,661,739,623,683,618,370
2008,male,semiprivate,capital_city,682,761,0,670,618,370
2007,male,semiprivate,capital_city,661,738,0,636,655,370
2007,female,semiprivate,capital_city,682,675,692,0,668,370
2009,female,private,capital_city,641,748,0,668,670,370
2010,female,private,capital_city,702,737,0,657,674,370
2008,female,public,capital_city,641,761,0,670,689,370
2010,female,semiprivate,other_region,661,682,717,0,691,370
2007,female,private,other_region,764,681,651,647,699,370
2010,male,semiprivate,other_region,723,718,0,766,721,370
2009,male,semiprivate,capital_city,641,724,0,757,600,367
2009,female,semiprivate,capital_city,661,800,0,634,631,367
2008,male,private,capital_city,702,682,585,0,638,367
2010,female,private,capital_city,682,688,649,585,645,367
2008,male,semiprivate,other_region,764,671,642,0,648,367
2008,female,public,capital_city,682,761,678,0,653,367
2010,female,private,other_region,744,706,604,664,674,367
2009,female,public,other_region,785,701,617,578,713,367
2009,male,public,capital_city,702,735,0,652,713,367
2007,female,private,capital_city,661,682,637,0,556,363
2008,female,public,capital_city,661,719,0,642,655,363
2008,male,semiprivate,capital_city,661,708,0,683,674,363
2009,male,public,other_region,682,748,789,552,678,363
2005,female,public,capital_city,702,702,0,687,683,363
2009,female,public,other_region,661,800,669,716,695,363
2007,male,public,capital_city,744,713,0,602,699,363
2009,male,public,capital_city,641,715,819,0,723,363
2008,male,private,capital_city,764,702,0,655,726,363
2009,male,public,other_region,702,735,581,578,581,360
2007,male,semiprivate,other_region,641,738,714,617,581,360
2007,female,private,capital_city,620,750,531,628,592,360
2008,male,public,capital_city,478,828,633,0,635,360
2009,male,public,capital_city,682,708,637,0,638,360
2009,male,public,capital_city,702,694,0,704,644,360
2009,male,public,capital_city,641,748,0,734,644,360
2010,female,semiprivate,capital_city,785,637,626,0,651,360
2009,female,semiprivate,capital_city,599,776,0,630,663,360
2007,female,semiprivate,capital_city,764,675,0,587,683,360
2008,female,public,other_region,764,739,653,0,706,360
2007,female,private,other_region,682,681,646,668,707,360
2007,female,public,other_region,764,671,597,543,717,360
2010,female,semiprivate,capital_city,744,682,701,0,721,360
2005,female,public,capital_city,702,702,580,623,723,360
2008,female,public,capital_city,682,702,653,0,820,360
2005,male,public,capital_city,661,725,0,745,683,358
2008,female,private,capital_city,785,716,705,580,583,357
2009,male,public,capital_city,682,763,0,734,615,357
2007,female,public,capital_city,682,705,706,617,636,357
2009,female,private,capital_city,785,735,0,690,644,357
2007,female,semiprivate,other_region,764,705,592,617,668,357
2010,male,semiprivate,capital_city,785,694,0,703,682,357
2010,female,private,capital_city,723,718,708,0,700,357
2007,male,public,capital_city,661,686,670,0,707,357
2010,female,private,capital_city,723,701,701,0,721,357
2008,female,semiprivate,capital_city,723,776,652,0,747,357
2010,female,semiprivate,other_region,702,737,591,0,582,353
2007,female,semiprivate,capital_city,805,675,677,613,618,353
2007,female,semiprivate,other_region,764,661,617,0,624,353
